name,screen_name,followers_count,friends_count,post_count,lang,location,default_profile_image,profile_use_background_image,verified,description,created_at,label,has_location,location_clean,is_real_location
Trent Wakefield,trentcwake,980.0,785.0,9562.0,en,aspen coffee probably,False,True,False,Kappa Sigma • Oklahoma State University '18 • AEKΔΒ • sc: trent_wake,17-06-2013 22:46,0,1,aspen coffee probably,False
Trey Moore,trey4moore,609.0,367.0,5741.0,en,New Madrid|STL,False,True,False,STLCOP '21,01-08-2011 20:18,0,1,new madridstl,False
🌺N@ttY G🌺,trinielf,562.0,739.0,31250.0,en,imaginationland,False,True,False,"writer/reader/anime watcher. island nerd with a dash of dork 🌴mixed trini girl. caribbean/west indian vibes, always💕 soca jumbie 🎧🎶 wine is a verb 💃",04-05-2009 23:39,0,1,imaginationland,False
Anupam Tripathi,tripathianupam,172.0,100.0,101.0,en,"New Delhi, India",False,True,False,"Hi! I am Anupam Tripathi, an animal rights Activist and the Founder of FFAR, India, an Advocate- Supreme Court, and Manging Partner of The Practice",09-04-2010 20:03,0,1,"new delhi, india",True
KimXi*RoyalCouple,trishamaejane,2836.0,509.0,97215.0,en,,False,True,False,Follow me on my Instagram @gabrieltrishamae,31-08-2009 07:19,0,0,,
Yoncé,tristansilva_,535.0,1519.0,16425.0,en,,False,True,False,"You're born, you die, and in between you make a lot of mistakes, but Life is made up of years that mean nothing and moments that mean it all.",18-04-2014 18:42,0,0,,
Triston Rich,triston_rich,160.0,212.0,647.0,en,"Manhattan, KS",False,True,False,Kansas State University IAPD,01-07-2013 04:23,0,1,"manhattan, ks",True
KristelleJaneAndo,tropakristelle,1784.0,283.0,13893.0,en,Cebu City,False,True,False,A certified Full Time FANGIRL♥♥ Solid supporter of KATHRYN BERNARDO since 2009 and JOSHUA GARCIA since 2013 and an ABSCBN fan too :),26-04-2012 15:05,0,1,cebu city,True
bianca,heavenlyfools,5047.0,164.0,74728.0,en-AU,@prettyIight @WILDTROYE,False,False,False,where are you? who are you with? it's late. do you miss me ?,25-01-2015 19:03,0,1,prettyiight wildtroye,False
BxYxE,till_eunhae0718,161.0,509.0,23322.0,zh-TW,Taiwan,False,True,False,SJ || D&E the best ||  Lee Hyukjae+Lee Donghae=EUNHAE ||,16-08-2011 15:15,0,1,taiwan,True
backstreet girl,amateuroracle,657.0,758.0,51626.0,en,pee dee ex,False,True,False,"raz•20•irooni•leo•she/her is this a bit? you're good, but i'm FANTASTIC",03-09-2013 05:17,0,1,pee dee ex,True
Alexa,twentyonealexas,1183.0,696.0,8489.0,en,,False,True,False,San Diego,04-12-2014 17:26,0,0,,
bri,thejunghoseoks,2725.0,85.0,103064.0,en,정호석,False,True,False,151201 160625 170324,27-12-2013 03:36,0,1,,False
zayn malik,twerk4meniall,461.0,35.0,24281.0,en,640 serrano ln,False,True,False,USC '19,25-07-2009 23:53,0,1,serrano ln,True
WE SUPPORT LOU&EL ❤️,twerkingxstyles,2233.0,2268.0,36717.0,en,LAxNYC,False,True,False,"Damn, One Direction.",02-01-2013 01:24,0,1,laxnyc,False
Shristi Maharjan,MeddlingFate,676.0,358.0,3190.0,en,"Kathmandu, Nepal",False,True,False,"☆NOVEL-FREAK☆
Maybe just send me few selected words daily.. So that I can cheer up cause words do MIRACLE! ♥",02-02-2014 17:02,0,1,"kathmandu, nepal",True
Kristi McCown Betts,txlibrarylady,358.0,261.0,2882.0,en,,False,True,False,I am an early childhood librarian. I am passionate about books and reading. I love TCU Horned Frog Baseball & Football.,30-03-2009 02:58,0,0,,
.,styckylung,675.0,525.0,28217.0,en,bayarea,False,True,False,fuck this,07-06-2012 00:13,0,1,bayarea,True
Tyler,tyler_sprouse16,572.0,688.0,7011.0,en,NMCC,False,True,False,DEUT. 31:6. Look at my Highlights: https://t.co/b9ZJOHsMFQ,11-03-2012 03:44,0,1,nmcc,True
Tracey Zeeck 🦂,tzeeck,5133.0,1936.0,37206.0,en,,False,True,False,"Mom. Wife. Founder/Pres https://t.co/4csPBdRseP. Partner @encrouteokc. Author, The Not In Here Story https://t.co/N04SY6OvDb",12-08-2010 04:55,0,0,,
tea,speedzyx,9664.0,28.0,34442.0,en,gr ace,False,False,False,Hamlet: Oh fuck,13-01-2014 20:33,0,1,gr ace,True
Lidia,Lids2000,345.0,435.0,3756.0,en,,False,True,False,live like its your last day,08-10-2013 00:58,0,0,,
Johnny,uglysamoan_,620.0,155.0,12897.0,en,"Honolulu, HI",False,False,False,Timothy & Gabriela 👻uglysamoan,10-01-2015 07:11,0,1,"honolulu, hi",True
ulises the human,ulisetter,1315.0,156.0,14241.0,es,,False,True,False,padre de @yoko_thepug,16-11-2010 10:12,0,0,,
亚历克斯,umaAPAOsapogi,739.0,637.0,57153.0,en,"Baguio City, Philippines",False,False,False,UC | UP Film Circle | UPLB IESO | UP Cags | UP Volleyball Club | Timpuyog | 3EB fanatic | currently learning Mandarin,08-04-2010 15:37,0,1,"baguio city, philippines",True
LinaTiong,unicorn_lina94,110.0,112.0,4505.0,en,"Taipei City, Taiwan",False,True,False,Typical Gemini,24-10-2012 14:00,0,1,"taipei city, taiwan",True
rei | inactive ✿ฺ,louvehjs,6677.0,2439.0,61407.0,en,s · a | 1d,False,True,False,"⠀⠀⠀⠀⠀; 홍지수 ; 정호석 ; 김남준 ;⠀⠀⠀⠀⠀ ⠀⠀⠀⠀⠀⠀⠀    
⠀⠀⠀⠀⠀⠀ ⠀⠀⠀⠀⠀⠀⠀⠀ 
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀ ⠀⠀",18-10-2012 08:34,0,1,s  a  d,True
Andrea Lopez,urfavorite3304,260.0,328.0,17166.0,en,,False,True,False,Usuario no entregó descripción de perfil,15-11-2009 19:32,0,0,,
Asma Saeed,usmoi,203.0,204.0,2146.0,en,"Islamabad, Pakistan",False,True,False,I am addicted to TV Shows!,17-05-2009 15:07,0,1,"islamabad, pakistan",True
Manný™,v1ck_mendoza,289.0,175.0,28057.0,en,,False,True,False,SC :@v1ck_mendoza,13-09-2013 11:50,0,0,,
Valerie,valeerrie_,381.0,204.0,4584.0,en,928,False,False,False,Usuario no entregó descripción de perfil,28-05-2014 02:09,0,1,,False
alaska,vanessa_galvan_,454.0,235.0,24348.0,en,,False,True,False,proud chicana.,06-05-2011 02:57,0,0,,
Chingching Bungzen,vangief,99.0,173.0,2361.0,en,,False,True,False,English is my second language.  What's your excuse?,12-06-2007 20:02,0,0,,
Vanie Fontanilla,vaniefontanilla,397.0,114.0,22795.0,en,Spain ✈ Philippines,False,False,False,Journalist. Civil Servant.,06-06-2009 18:39,0,1,spain  philippines,True
⭐,vannahbabyyy_,414.0,70.0,20393.0,en,,False,False,False,SBIP daddy❤ 101416🎗,11-07-2012 07:37,0,0,,
Vannessa Avendano,vannenanne,161.0,127.0,7774.0,en,,False,True,False,Actor (Vicky in The Queen And The Dead). Fan. Geek.,04-06-2014 01:11,0,0,,
♋,vannidaabuun,211.0,245.0,3727.0,en,,False,True,False,Bay Area ❤️,18-11-2010 03:41,0,0,,
Alvaro Martin,varomartin,769.0,380.0,4437.0,es,WorldMyHome-MadridMyBasecamp,False,True,False,"Technology consultant. Transformation through respectful yet fearless knowledge. Also into History, Archaeology, Music & Astronomy.+Gainers rather than $Winners",13-08-2010 11:07,0,1,worldmyhomemadridmybasecamp,False
Raven Carlos ✨,veencarlos,427.0,213.0,4102.0,en,baguio|tarlac,False,True,False,Usuario no entregó descripción de perfil,29-03-2014 11:01,0,1,baguiotarlac,False
vera,veranobitha,843.0,155.0,65365.0,en,,False,True,False,"Seduce my mind and you can have my body, find my soul and I'll be yours forever.",20-06-2009 02:01,0,0,,
♛,versaceangel18,643.0,47.0,95059.0,en,,False,True,False,ig-godlytico,13-04-2012 19:35,0,0,,
Daniel Vecchio,vexingquestions,336.0,1054.0,1136.0,en,"Los Angeles, CA",False,True,False,"PhD in philosophy who runs a blog on the philosophy of religion, metaphysics, ethics, logic, and Aristotle. I'm a Catholic, husband, and father.",01-02-2012 03:55,0,1,"los angeles, ca",True
lily,lughnoj,2275.0,139.0,19214.0,en,pon de ℭlouds,False,True,False,a 90s babydoll constantly crying crystals in a silk & fur ensemble sipping angel champagne,09-11-2009 11:01,0,1,pon de louds,False
Vicky,vickycheaa,10139.0,400.0,152687.0,en,New Zealand,False,True,False,Usuario no entregó descripción de perfil,04-03-2010 03:15,0,1,new zealand,True
Vie♕,viedeleon,533.0,330.0,18965.0,en,"Baguio City, PH",False,True,False,ig: viedeleon ✈️,11-05-2011 12:14,0,1,"baguio city, ph",True
e,dhunkirk,1434.0,264.0,28077.0,en,,False,True,False,she's not afraid,28-03-2012 15:17,0,0,,
Viplove saini,viplove_saini,648.0,196.0,1491.0,en,"Rohini,New Delhi ,India",False,False,False,"20 Years, Digital Marketing Manager at Bharat infotech",20-03-2012 11:11,0,1,"rohini,new delhi ,india",True
Jamila ✨,jmlcyc,2448.0,2596.0,34853.0,en,,False,True,False,"Friends ray naa nako, wa koy bio",12-07-2013 13:30,0,0,,
Vranac Srdjan,vranac,1614.0,1382.0,54625.0,en,"Novi Sad, Vojvodina",False,True,False,"HDDD practitioner, writing terrible code that performs exceptionally, wrangling elephpants and pythons  ...",04-07-2008 16:02,0,1,"novi sad, vojvodina",True
passio-not-e,vtiarad,114.0,212.0,6917.0,en,USA,False,True,False,YG trash but listens to other K-groups |  ANIME LOVER | K-DRAMA Watcher | BOOKWORM | God is Good,13-04-2011 06:51,0,1,usa,True
Andrew Sullivan,walkoff2,247.0,431.0,10499.0,en,"Irving, TX",False,True,False,"Part-Time Alaskan, Soccer Novice, OCR Enthusiast, Ex-Baseball Player",07-05-2007 01:58,0,1,"irving, tx",True
katie,idfkatie,5498.0,948.0,66003.0,en,,False,True,False,@KodakBlack1k,06-08-2010 15:11,0,0,,
W H,waxbanks,1211.0,1076.0,2363.0,en,,False,True,False,bestselling author. nearly bald. strong opinions loosely held. latest: PHISH'S 'A LIVE ONE' (33-1/3 series). https://t.co/hlZbip2dMa // https://t.co/cNN9tajg63,21-02-2007 01:08,0,0,,
weedsmokr,weedsmokr,259.0,573.0,7036.0,en,Coachella ,False,True,False,"I don't smoke weed often, but when I do, I do it every day.",14-06-2009 20:01,0,1,coachella,True
Wendy Collins,wendyaveli,1333.0,2223.0,29046.0,en,Oklahoma,False,True,False,Hello. #SoonerNation,09-10-2010 21:13,0,1,oklahoma,True
️,whatevercabello,1025.0,1945.0,27315.0,en,,False,True,False,didn't i hold you close?,30-09-2013 03:00,0,0,,
isa,sleepinthmoon,1709.0,316.0,24206.0,es,,False,True,False,kiss ya friends | @heylooeh  🥑,13-02-2012 21:04,0,0,,
tania,_tania122,68.0,598.0,953.0,en,Brooklyn ,False,True,False,I'll probably high five you at some point. #latinx,26-10-2014 05:57,0,1,brooklyn,True
whysoserious,whysoseriousHmm,11.0,34.0,29.0,en,Buffalo,False,True,False,Usuario no entregó descripción de perfil,12-09-2013 08:13,0,1,buffalo,True
Rαni Wildan S,ranibonnie_fnaf,112.0,349.0,798.0,id,"Bogor Barat, Indonesia",False,False,False,"Hi my name is Rani my full name is Wildan Syahrani...help me for follow my account @ranibonnie_fnaf,follback? ask me..
my ig:@rani.ws_rendy.ns
Rendy.N.Saputra❤",07-04-2015 12:31,0,1,"bogor barat, indonesia",True
Wiley,wileywtf,112.0,300.0,2613.0,en,Madrid,False,True,False,My expectations are lower than your standards.We'd probably get on.,11-03-2010 12:24,0,1,madrid,True
darielle,dar_wilk,475.0,220.0,12912.0,en,,False,False,False,University of Arizona #alwayslivecarefree #mookiesworld,27-12-2012 18:31,0,0,,
williambanzai7,williambanzai7,5234.0,2367.0,76949.0,en,Eastern Standard Tribe,False,True,False,"Destroy the image and you will break the enemy. Visual Parody, Satire and Fake News Editorial… [Zero Hedge, Keiser Financial Wars]",19-04-2008 13:04,0,1,eastern standard tribe,False
CAWineGal,winegalLynne,1265.0,1308.0,3901.0,en,,False,True,False,Certified Sommelier | spreading happiness with #wine! https://t.co/9KtYQhdNdv,13-03-2012 15:02,0,0,,
N 🌈,winteraimh,2190.0,581.0,59681.0,en,,False,True,False,a heart that's broke is a heart that's been loved,13-11-2013 23:18,0,0,,
Mahwish Rajput,wishrajpoot,10210.0,578.0,79769.0,en,"Islamabad, Pakistan",False,True,False,"Lecturer/ForexTrader/Researcher/Political & Financial Analyst on VOA/Hiker.
My tweets are my own, RT's are not endorsements

#SayNoToTerrorism
#FreeKashmir",29-04-2010 18:05,0,1,"islamabad, pakistan",True
lexi,thepunkbag,67.0,22.0,5711.0,en,,False,True,False,Usuario no entregó descripción de perfil,14-01-2015 02:46,0,0,,
tamale 🌶,wordisblack,1747.0,1238.0,47080.0,en,,False,True,False,k den,23-01-2012 01:16,0,0,,
uhhh ceci,woundedsongbrd,173.0,182.0,10704.0,en,San Fernando Valley,False,True,False,I trust the universe to bring me everything I need in the right time,17-06-2014 03:54,0,1,san fernando valley,True
Aditya Banerjee,wsrgo,176.0,572.0,10968.0,en,India,False,True,False,"Former @PaddockScout writer for Formula Masters China, Italian F4 and MRF Challenge. Zoology graduate. Wildlife enthusiast.",28-05-2010 07:26,0,1,india,True
natalia,ATNlGHTALONE,1918.0,148.0,41758.0,en,3.391 mi,False,True,False,🌈,07-01-2015 22:54,0,1,mi,False
makerona,keyyyyrr,131.0,282.0,1707.0,en,Every website,False,True,False,Key is a lowkey trash of everything,02-11-2010 08:23,0,1,every website,False
yl,wxel_,851.0,425.0,11483.0,en,sudan x egypt,False,True,False,wael mohamed hassan mustafa: the first ever Sudanese astronaut . |MC12| YM,30-09-2012 01:28,0,1,sudan x egypt,True
Harry af,wxirdokid,25.0,111.0,149.0,en,,False,True,False,backup,14-07-2014 21:02,0,0,,
N,bernarhoe,2554.0,27.0,39162.0,en,,False,True,False,kath is always,03-01-2014 01:55,0,0,,
Marian Williams,wyguymom,814.0,1029.0,9928.0,en,San Franscisco Bay Area,False,True,False,"Social media consultant, start up junkie. Dojo Ambassador for @CodeNinjaUS. I love living life. I care about a lot of things, but delight in the ridiculous.",23-11-2011 23:22,0,1,san franscisco bay area,False
T-SAW,wynnboy2,651.0,271.0,10513.0,en,,False,True,False,6'1 || UTM '21 || snap - djtrizzytrizz,19-08-2013 04:14,0,0,,
יהושע,xBlack_white_x,501.0,497.0,119746.0,en,The Beach.,False,True,False,Snapchat: xblackwhitex Bajan.,12-09-2009 15:38,0,1,the beach,True
THETRUTHofYOUTUBE,xNaStRaDaMuS,705.0,917.0,15361.0,en,"DHS, California",False,True,False,#HeatNation | Social Democrat | YouTube Partner | TruthOfYouTube | #12K Subscribers,29-08-2011 05:55,0,1,"dhs, california",True
️,Headassyikes,28495.0,27445.0,103069.0,en-gb,,False,True,False,"sometimes I want to die, I dont care if it's sad, I want to die.",20-03-2013 19:05,0,0,,
Princess👑✨,xSeraiahx,892.0,573.0,31301.0,en,,False,True,False,"Not your average girl.
Brazen. ♌.",31-08-2011 19:49,0,0,,
Sarah H.,xWordplay,76.0,81.0,746.0,en,Texas,False,True,False,Ruler of Tiny Humans. Or their slave... hard to tell sometimes.,17-07-2010 03:14,0,1,texas,True
Payo,xaloapx,1463.0,554.0,67675.0,en,,False,True,False,goofy girl w some attitude,12-07-2012 06:43,0,0,,
catchy_qoutes,xanwan,58.0,94.0,1936.0,en,,False,True,False,refresh and live again .,16-12-2014 13:46,0,0,,
Xayden Elzey,KDXE99,181.0,675.0,3425.0,en,,False,False,False,Nowadays I wanna see you in my daydreams | Digital Artist | Class of 2017 | MHS | KDXE | I love drawing like it's my job.,27-09-2012 14:16,0,0,,
Xena,xenanimous,1280.0,656.0,22612.0,en,"Mullingar, Westmeath, Ireland",False,True,False,"A warrior but definitely not a princess.



engineering x usc x cebu x ph",16-09-2013 12:21,0,1,"mullingar, westmeath, ireland",True
jowee 🌸,voguemints,10600.0,3863.0,103346.0,en,lrh+band/4,False,True,False,♡ ross butler,26-02-2011 02:30,0,1,lrhband,False
Fer.,xmysamex,498.0,745.0,64590.0,es,somewhere...,False,True,False,spending my life falling deeper in love with you.,16-06-2011 17:19,0,1,somewhere,True
grace,larrykenobii,1675.0,281.0,19825.0,en,,False,True,False,welcome 2 people,23-01-2015 01:40,0,0,,
ClaireLouiseSheridan,xo_clairelouise,1510.0,1492.0,7535.0,en,"Sydney & Not Sydney, Aus & UK",False,True,False,"Freelance Writer. Blogger, Music Journo, Progressive, Feminist, Foodie, Traveller, #Parahoy etc. Current: Virgin  clairelouisesheridan@gmail.com",22-03-2012 21:51,0,1,"sydney  not sydney, aus  uk",False
Elizabeth👑,xoayeli,253.0,140.0,6975.0,en,,False,False,False,Usuario no entregó descripción de perfil,08-05-2013 23:32,0,0,,
Litzy,tsunamisrauhl,3144.0,1488.0,41206.0,en,Bay Area,False,True,False,Frutas Before Putas -Adriana,30-03-2013 00:41,0,1,bay area,True
m a y a 🍒,xomayaa__,549.0,288.0,19716.0,en,Hogwarts ,False,True,False,international pop star sensation 💫,27-10-2013 22:03,0,1,hogwarts,True
s,xosnow_whitexo,179.0,125.0,3975.0,en,Out of your league,False,True,False,"I'm a dragon, you're a whore.",04-05-2010 09:51,0,1,out of your league,False
鰱レンジャー,xpavlovx,710.0,506.0,120943.0,en,お池,False,True,False,常に謙虚なれ、常に感謝せよ / 他人の喜びや悲しみを共有せよ / 約束を守る、嘘をつかない / 愚痴、陰口を言わない / 笑顔で元気よく挨拶をする / 出来ないと言わない / 失敗を他人のせいにしない / 大いに発言し、果敢に実行する / 他人の意見を聞く / 恥ずかしいと思うことはしない,09-04-2007 07:28,0,1,,False
#IMPEACHDUTERTE,xpeanutgalleryx,2635.0,2435.0,174001.0,en,,False,True,False,powered by rice.,18-03-2010 08:46,0,0,,
xtine,xtinerubin,122.0,683.0,6473.0,en,cebu city,False,True,False,"solid kathniel
|the other side of me|",26-02-2013 11:32,0,1,cebu city,True
slvzhou,xyliaxilo,123.0,203.0,7902.0,en,"Manado,Indonesia",False,True,False,"Jesus Is My Savior
Follow me n I'll follow u back.....specially ELF....^^",01-01-2010 08:07,0,1,"manado,indonesia",True
딸기브이홉,yaaaminchy,2883.0,810.0,70532.0,en,台北,False,True,False,"빅힛과 방탄소년단 yeah i'm makin' em shine -RM 2013 [태형,호석,윤기]",20-05-2011 05:01,0,1,,False
Mitchell,yaboi_sandlot,640.0,501.0,16450.0,en,Well thats a mutha fuggin Rex!,False,True,False,Just a young Rex trying to get a buck and a half. #RU19,11-05-2012 22:06,0,1,well thats a mutha fuggin rex,False
Rocio Yalid Nuevo,yalid12,57.0,298.0,997.0,es,,False,False,False,"I'm always, but never the same.........",20-10-2014 07:11,0,0,,
Gabi 05%,yamineftis,892.0,284.0,32211.0,en,,False,True,False,"Artist|Perú|English|Español. One Piece is my fave manga, I also love HQ!!, Blue Exorcist and MP100 | Pixiv id=1657405 - My store: https://t.co/0uAhru20VR",30-06-2010 00:08,0,0,,
lil yan,yanni_stark,930.0,555.0,31849.0,en,w/ yung marcy,False,True,False,✧^_*♡,29-06-2013 02:44,0,1,w yung marcy,False
Vianney Yansh,yanshxoxo,24.0,218.0,1864.0,en,,False,False,False,Yansh,12-07-2014 00:34,0,0,,
샤이,yapech,914.0,288.0,21280.0,en,CNBLUE ,False,True,False,Usuario no entregó descripción de perfil,02-10-2009 12:31,0,1,cnblue,False
yashraj bhalerao,yashrajbhalerao,226.0,63.0,13661.0,en,"Pune, Maharshtra , India",False,False,False,"Narcissistic, egotistic, sarcastic bitch who thinks the world is flat and he is the single highest point on it.My coffee tastes like corn.",14-02-2009 14:29,0,1,"pune, maharshtra , india",False
Yasir Dil,yasirdil_,1326.0,791.0,10189.0,en,"Islamabad, Pakistan",False,True,False,"Campaigns & Communication for @SDPIPakistan, Campus Coordinator for UN @SDSNYouth, Master trainer digital Advocacy/outreach: whatsapp +923005303288",23-10-2009 08:17,0,1,"islamabad, pakistan",True
Johnson,yeahpitstonton,281.0,360.0,26908.0,en,"San Diego, CA",False,True,False,Just be happy and smile more|Cali ✈️ Cebu,29-10-2012 12:25,0,1,"san diego, ca",True
KI,kiersimone,2685.0,1904.0,27179.0,en,,False,True,False,Usuario no entregó descripción de perfil,13-03-2014 00:22,0,0,,
🇸🇻,jpheeee,337.0,221.0,3310.0,en,bay area ,False,True,False,Usuario no entregó descripción de perfil,17-10-2013 00:16,0,1,bay area,True
herriethjoycesbravo,yethHer,1030.0,1685.0,6994.0,en,"Bautista, Pangasinan",False,True,False,23 | Teacher | Youth Minister | Love can move mountains. ❤,04-02-2014 02:58,0,1,"bautista, pangasinan",True
一帆你看看你,yifany,102.0,183.0,9741.0,en,Switzerland,False,True,False,台灣打工仔， Sweezy Land / Kiwi Land,11-06-2008 12:45,0,1,switzerland,True
Yuka,yk_778,32.0,158.0,4599.0,ja,,False,True,False,I'm not a native English speaker. My English is not good. So I'm sorry if it's difficult for you to understand my English. Thank you :),06-09-2014 06:47,0,0,,
Anne Paradiang,thisisnotAnne,306.0,102.0,3245.0,en,,False,True,False,"""no one is you and that is your power.""",18-10-2013 14:43,0,0,,
Becca B,yogimommi,70.0,367.0,1062.0,en,94549,False,True,False,"I’m a Lamorinda native. I love doing yoga & I love my community. Blood donation, bone marrow registry & Meals on Wheels are close to my heart. Namaste",04-05-2011 13:35,0,1,,False
Ana,yoitsanal,212.0,159.0,5046.0,en,,False,True,False,Usuario no entregó descripción de perfil,30-04-2012 21:54,0,0,,
yomeko,yomeko417,43.0,52.0,2439.0,en,Ibaraki  japan,False,True,False,English learner.  Mother of 2 kids. Chemical engineer. Love reading.,05-05-2013 11:22,0,1,ibaraki  japan,True
James Tudman,yorkstblues,845.0,1572.0,6516.0,en,new zealand,False,True,False,hate the left..hate the right ..stuck firmly in the centre..my opinion is mine ...not my aim in life to make people happy ..don't like it unfollow me,11-03-2011 08:41,0,1,new zealand,True
wack,yosoy__jack,475.0,608.0,21913.0,en,Suplex City,False,True,False,♻️,07-01-2013 21:51,0,1,suplex city,True
Shawn G.,younggup,263.0,183.0,8601.0,en,Trindad,False,True,False,"We are what we think. All that we are arises with our thoughts. With our thoughts, we make the world. #MUFC #ColtsNation #Aquarius #Spurs",14-09-2011 03:42,0,1,trindad,True
AAG,youpaynow,275.0,488.0,26781.0,en,Surrounded by CRAZY ,False,True,False,All things tennis... oh and wine.,23-06-2011 19:58,0,1,surrounded by crazy,False
RIP TEVEON✨MMG🎭⭕️,GoonJalon_,3023.0,2118.0,48122.0,en,,False,True,False,#RIPTEVEON #GG #FREEGGNEM🎭 〽️emphis✈️Texas,27-07-2011 09:01,0,0,,
Tom,t0mthem0m_,785.0,598.0,14960.0,en,,False,True,False,"just looking for my whitney houston ♋                                   
Snapchat- Tommasarus-Rex",25-04-2013 03:43,0,0,,
Daniella,diablainfeliz,485.0,496.0,22193.0,en,,False,True,False,🦂,06-10-2013 17:15,0,0,,
ysay marasigan,ysaymarasigan,61977.0,729.0,9439.0,en,,False,True,False,"Snapchat, Facebook & Instagram: ysaymarasigan | For Inquiries: gamechangersph@gmail.com",31-10-2009 00:53,0,0,,
directionermomo,yukimammomoshu,129.0,120.0,708.0,ja,,False,True,False,ONEDIRECTION/TAYLORSWIFT/5seconds of summer/ くりす君❤❤❤❤❤❤❤/女優.歌手志望/都内女子校/絡んで/こどもの城,05-04-2015 11:50,0,0,,
yUMa,yumawynn,241.0,256.0,2475.0,en,,False,True,False,プロフィール画像は怪しい呪文を唱える犬 by 栞,21-05-2014 16:39,0,0,,
flavio,sanchezflav,600.0,318.0,16437.0,en,"California, USA",False,True,False,Usuario no entregó descripción de perfil,13-05-2012 07:03,0,1,"california, usa",True
nutella in my veins,yunhoppar,1748.0,1555.0,175716.0,en,India,False,False,False,useless  / idk what I like except for nutella. काट के रख देंगे। beware/ wife @maxduckbutt /queen: mint/  empress @lipwigvimes.,01-06-2009 04:42,0,1,india,True
Yvan Limson,yvanlimson,890.0,590.0,24043.0,en,Philippines,False,True,False,Multimedia producer & self-taught artist from the Philippines,22-05-2009 08:53,0,1,philippines,True
Kamina Lamperouge,zacaj_,464.0,327.0,156511.0,en,new york,False,True,False,"I make pinball machines, but don't tweet about it much.  
Idk what I tweet about.
He/etc",21-08-2010 14:54,0,1,new york,True
itsZactastic,itsZactastic,490.0,395.0,10362.0,en,Oklahoma,False,False,False,"~If you dream it, you can do it~ Instagram: itsZactastic",26-07-2011 04:38,0,1,oklahoma,True
Zac Pell,zacpell,131.0,118.0,5968.0,en,"Tokyo-to, Japan",False,True,False,Usuario no entregó descripción de perfil,31-01-2011 00:48,0,1,"tokyoto, japan",True
☆ z ☆,ZiggyMadness17,737.0,1739.0,7901.0,en,"Aspen, Colorado",False,True,False,"Dimebag is the king of metal ,#lfc , DDs. .#bulldogsNRL,snowboarding&sk8boardn..
#ufcTeamMcGregor #Pantera  \m/",21-04-2013 03:06,0,1,"aspen, colorado",True
n,zarryftstars,3696.0,1541.0,34619.0,en,Lebanon ,False,True,False,17 ♡ Made it in @liampayne's Moments ♡,19-06-2012 15:23,0,1,lebanon,True
ayesha,sadaboutshit,413.0,240.0,34243.0,en,,False,True,False,we live in cities you'll never see on screen 🌃,07-11-2014 20:28,0,0,,
Zac Clausen,zclausen1,292.0,508.0,4305.0,en,"San Francisco, CA",False,True,False,compliments of the company of course,08-06-2013 05:11,0,1,"san francisco, ca",True
Zeeshan Haque,zeeshan_haque,510.0,1106.0,15976.0,en,"Mumbai, India",False,False,False,"Data Science Addict, geek ,Football Fan, Foodie, Movie buff and a bit of Photography. I support the team you take pride in defeating. #ViscaBarca and #COYG",13-02-2010 20:28,0,1,"mumbai, india",True
zee,zeexkd,590.0,265.0,35289.0,en,Camp Half-Blood,False,True,False,A multitude of people and yet solitude.,03-08-2011 06:54,0,1,camp halfblood,False
zai 🌹,zhyrayly,608.0,443.0,19573.0,en,cebu ,False,False,False,spbdc ♡,04-12-2014 13:00,0,1,cebu,True
léx,Iordlaurent,8962.0,55.0,83485.0,en,zm,False,True,False,@Louis_Tomlinson: @Iordlaurent die fat,05-06-2012 05:16,0,1,zm,False
(。◟‸◞。✿),okojyanaiyo,34.0,99.0,938.0,en-gb,JAPAN,False,False,False,H!P wota,31-03-2014 04:15,0,1,japan,True
Alejandro,zombiemaster999,164.0,1082.0,1094.0,es,"madrid, españa",False,True,False,Usuario no entregó descripción de perfil,20-10-2010 11:42,0,1,"madrid, españa",True
Zubair Niazi,zubairniaziPTI,11754.0,1066.0,4283.0,en,"Islamabad , Pakistan",False,True,False,[ Member PTI SMT Official ] ( PTI District President Youth Wing Sargodha ),24-10-2014 10:30,0,1,"islamabad , pakistan",True
Zuhazuu,zuhazuu1,28.0,137.0,198.0,en,Islamabad,False,True,False,Usuario no entregó descripción de perfil,16-01-2015 09:59,0,1,islamabad,True
zveljka,zveljka,106.0,433.0,13755.0,en,Serbia,False,True,False,"Whatever it is you're seeking won't come in the form you're expecting. 
— Haruki Murakami",08-03-2010 14:00,0,1,serbia,True
remade @wingsbangtan,cypherjimin,1494.0,108.0,60909.0,en,,False,False,False,new acc @wingsbangtan,25-11-2014 18:22,0,0,,
Roberto Bonanzinga,Bonanzinga,9896.0,2366.0,6431.0,en,London,False,True,False,NOW Partner @InReachVentures Formerly Partner @Balderton investor in @wooga @vivino @banjo @SaatchiArt @contentful @depopmarket @lifecake @futureadlabs @tictail,27-11-2006 06:55,0,1,london,True
effeffe,effeffe,185.0,544.0,325.0,it,italy,False,True,False,"...e l'uomo creò dio a sua immagine e somiglianza (solo un po' più perfetto) - [sei laureato in filosofia, potevi inventartene una migliore] - P.S. Forza GENOA",26-11-2006 15:19,0,1,italy,True
